timestamp,open,high,low,close,volume
2026-02-27 12:20:00,65910.6,66079.8,65910.5,66071.2,94.322
2026-02-27 12:21:00,66071.2,66094.5,66019.8,66056.2,60.471
2026-02-27 12:22:00,66056.2,66077.4,65980.3,66015.6,69.967
2026-02-27 12:23:00,66015.6,66022.4,65970.3,65984.1,47.864
2026-02-27 12:24:00,65984.1,66029.1,65908.0,65917.6,62.747
2026-02-27 12:25:00,65917.6,65948.8,65871.1,65884.9,88.55
2026-02-27 12:26:00,65884.9,65952.1,65884.6,65905.7,66.034
2026-02-27 12:27:00,65905.7,65995.0,65901.1,65972.9,60.78
2026-02-27 12:28:00,65972.9,65972.9,65921.3,65928.8,53.469
2026-02-27 12:29:00,65928.8,65935.1,65871.4,65877.1,107.498
2026-02-27 12:30:00,65877.1,65949.0,65860.0,65949.0,74.902
2026-02-27 12:31:00,65949.0,65986.1,65940.4,65979.7,20.878
2026-02-27 12:32:00,65979.7,65996.1,65956.2,65971.4,23.97
2026-02-27 12:33:00,65971.4,65971.4,65939.8,65957.6,21.019
2026-02-27 12:34:00,65957.6,66009.9,65940.2,65989.8,41.834
2026-02-27 12:35:00,65989.8,65991.5,65953.3,65965.4,25.819
2026-02-27 12:36:00,65965.4,65971.0,65883.3,65889.1,71.133
2026-02-27 12:37:00,65889.1,65902.6,65820.7,65902.6,112.784
2026-02-27 12:38:00,65902.6,65957.6,65900.1,65919.3,77.034
2026-02-27 12:39:00,65919.3,65938.6,65910.1,65919.1,36.608
2026-02-27 12:40:00,65919.1,65925.6,65885.8,65911.1,22.476
2026-02-27 12:41:00,65911.1,65934.0,65884.8,65888.2,18.172
2026-02-27 12:42:00,65888.2,65930.5,65840.1,65900.1,63.01
2026-02-27 12:43:00,65900.1,65917.7,65893.0,65905.2,17.562
2026-02-27 12:44:00,65905.2,65906.0,65867.2,65867.2,25.31
2026-02-27 12:45:00,65867.2,65898.4,65700.0,65722.9,596.04
2026-02-27 12:46:00,65722.9,65767.0,65706.7,65712.9,143.931
2026-02-27 12:47:00,65712.9,65790.3,65711.0,65763.5,131.663
2026-02-27 12:48:00,65763.5,65774.3,65717.7,65735.3,66.387
2026-02-27 12:49:00,65735.3,65744.3,65709.9,65720.1,35.029
2026-02-27 12:50:00,65720.1,65750.0,65715.9,65715.9,35.097
2026-02-27 12:51:00,65715.9,65761.0,65710.0,65754.0,52.231
2026-02-27 12:52:00,65754.0,65771.6,65725.4,65728.9,32.978
2026-02-27 12:53:00,65728.9,65815.3,65728.9,65809.6,57.363
2026-02-27 12:54:00,65809.6,65831.3,65794.2,65794.3,53.722
2026-02-27 12:55:00,65794.3,65803.0,65761.1,65761.2,19.748
2026-02-27 12:56:00,65761.2,65797.5,65761.1,65777.7,23.923
2026-02-27 12:57:00,65777.7,65788.4,65751.7,65763.9,36.872
2026-02-27 12:58:00,65763.9,65795.6,65762.5,65767.0,44.23
2026-02-27 12:59:00,65767.0,65911.5,65766.9,65895.9,122.693
2026-02-27 13:00:00,65895.9,66004.6,65870.8,65961.4,315.585
2026-02-27 13:01:00,65961.4,66006.4,65924.5,65947.0,88.617
2026-02-27 13:02:00,65947.0,65979.8,65937.2,65956.7,54.017
2026-02-27 13:03:00,65956.7,66071.2,65953.3,66062.4,178.964
2026-02-27 13:04:00,66062.4,66136.0,66050.6,66126.5,177.458
2026-02-27 13:05:00,66126.5,66130.4,65991.5,66051.4,133.543
2026-02-27 13:06:00,66051.4,66065.8,66018.3,66050.6,33.464
2026-02-27 13:07:00,66050.6,66054.2,65992.7,65994.0,49.186
2026-02-27 13:08:00,65994.0,66018.5,65992.8,65999.9,53.846
2026-02-27 13:09:00,65999.9,66023.7,65956.6,65999.5,194.466
2026-02-27 13:10:00,65999.5,66002.8,65972.5,65977.9,49.681
2026-02-27 13:11:00,65977.9,66046.8,65966.6,66018.4,85.297
2026-02-27 13:12:00,66018.4,66050.0,66013.2,66022.6,37.991
2026-02-27 13:13:00,66022.6,66022.6,65974.5,65976.0,16.135
2026-02-27 13:14:00,65976.0,66027.6,65927.3,66013.9,73.028
2026-02-27 13:15:00,66013.9,66096.6,66011.0,66053.5,61.73
2026-02-27 13:16:00,66053.5,66076.4,66033.0,66046.0,31.976
2026-02-27 13:17:00,66046.0,66114.8,66045.9,66088.7,33.878
2026-02-27 13:18:00,66088.7,66106.6,66056.0,66090.3,58.934
2026-02-27 13:19:00,66090.3,66126.5,66066.3,66112.4,35.4
2026-02-27 13:20:00,66112.4,66113.1,66050.0,66063.7,48.998
2026-02-27 13:21:00,66063.7,66081.5,66040.0,66056.0,39.084
2026-02-27 13:22:00,66056.0,66056.0,65969.7,65970.0,48.699
2026-02-27 13:23:00,65970.0,66013.9,65923.0,65998.9,54.583
2026-02-27 13:24:00,65998.9,66016.2,65961.9,65962.0,34.176
